,Proyecto de Ley,Palabra Clave,Estado,Fecha Radicación,Resumen,Tipo,link,ID
357,Por medio de la cual se regula la actividad del agro - turismo en Colombia. ,Regula el agroturismo,Aprobado Primer Debate,"ago. 30, 2018","El presente proyecto de ley tiene como objeto impulsar el agroturismo o turismo rural como una alternativa para el desarrollo sustentable de áreas dedicadas a actividades predominantemente agrícolas de modo tal que se fomente la productividad de la materia prima, y la transformación del producto básico para alcanzar alternativas económicas, y de esta forma se revalorice a la agricultura como medio de desarrollo local y se promueva la asociatividad rural.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-regula-la-actividad-del-agro---turismo-en-colombia-regula-el-agroturismo/9601/,358
358,Por medio del cual se establece como obligatoria en todos los colegios del país la cátedra formación ciudadana. ,Cátedra formación ciudadana,Publicada Ponencia Primer Debate,"ago. 30, 2018",Busca establecer como obligatoria la cátedra formación ciudadana en las instituciones públicas y privadas del país.,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-establece-como-obligatoria-en-todos-los-colegios-del-pais-la-catedra-formacion-ciudadana-catedra-formacion-ciudadana/9584/,359
359,"Por medio de la cual se dicta el Estatuto Especial del Distrito Especial Deportivo, Cultural, Turístico, Empresarial y de Servicios de Santiago de Cali y se dictan otras disposiciones. ",Estatuto Especial del Distrito Especial de Cali,Publicada Ponencia Segundo Debate,"ago. 29, 2018","El presente estatuto político, administrativo y fiscal tiene por objeto dotar al Distrito Especial Deportivo, Cultural, Turístico, Empresarial y de Servicios de Santiago de Cali, con instrumentos que le permitan cumplir las funciones y prestar los servicios a su cargo; promover el desarrollo integral de su territorio y, contribuir al mejoramiento de la calidad de vida de sus habitantes, especialmente en materia deportiva, cultural y empresarial desde el desarrollo, fomento, incentivo y protección de las industrias creativas de las que trata la Ley 1834 de 2017.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-dicta-el-estatuto-especial-del-distrito-especial-deportivo-cultural-turistico-empresarial-y-de-servicios-de-santiago-de-cali-y-se-dictan-otras-disposiciones-estatuto-especial-del-distrito-especial-de-cali/9578/,360
360,Por medio de la cual se modifica el artículo 387 de parágrafo 2° numerales 3 y 4 del Decreto 624 de 1989 Estatuto Tributario y se dictan otras disposiciones. ,Hijos dependientes,Publicada Ponencia Primer Debate,"ago. 29, 2018","Se pretende con este proyecto de ley la armonización de preceptos legales y jurisprudenciales actuales con el artículo 387 parágrafo 2° numerales 3 y 4 del decreto 624 de 1989 - Estatuto Tributario-  y las normas que lo modifican, estableciendo como dependientes para efectos de la deducción de la base de retención a los hijos entre 18 y 25 años de edad que se encuentren estudiando o con factores de dependencia originada por factores físicos o psicológicos que sean certificados por Medicina Legal. ",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-el-articulo-387-de-paragrafo-2-numerales-3-y-4-del-decreto-624-de-1989-estatuto-tributario-y-se-dictan-otras-disposiciones-hijos-dependientes-/9580/,361
361,Por medio de la cual se modifica el artículo 9° de la ley 1447 de 2011. ,Diferendos limítrofes,Publicada Ponencia Segundo Debate,"ago. 29, 2018","El presente Proyecto de Ley tiene como objeto incluir un parágrafo en el artículo 9 de la Ley 1447 de 2011, con el fin de habilitar como mecanismo adicional para la solución de diferendos limítrofes la utilización de un mecanismo de consulta con los habitantes de los entes territoriales en litigio, previo estudio y solicitud al Gobierno Nacional por parte de las Comisiones Especiales de Seguimiento al Proceso de Descentralización del Ordenamiento Territorial de la Cámara de Representantes y  del Senado de la República.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-el-articulo-9-de-la-ley-1447-de-2011-diferendos-limitrofes/9581/,362
362,"Por el cual se prohíbe la prueba con animales en la elaboración de productos cosméticos, de aseo y absorbentes, se obliga el etiquetado de productos para su venta y se dictan otras disposiciones. ",Testeo en animales,Aprobado Segundo Debate,"ago. 29, 2018","Prohibir el uso de animales en las pruebas para la investigación, elaboración y comercialización de productos cosméticos, de aseo y absorbentes y ordenar la obligatoriedad del etiquetado de productos para su venta con el fin de garantizar su protección e integridad en cuanto seres sintientes. ",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-el-cual-se-prohibe-la-prueba-con-animales-en-la-elaboracion-de-productos-cosmeticos-de-aseo-y-absorbentes-se-obliga-el-etiquetado-de-productos-para-su-venta-y-se-dictan-otras-disposiciones-testeo-en-animales-/9579/,363
363,"Por medio del cual se regula la fabricación, comercialización y distribución de elementos plásticos de un solo uso utilizados para el consumo de alimentos y bebidas. ",Regula los plásticos de un solo uso,Aprobado Primer Debate,"ago. 29, 2018","El presente proyecto de ley tiene como finalidad regular la fabricación, comercialización y distribución de elementos plásticos de un solo uso utilizados para el consumo de alimentos y bebidas, con el fin de reducir el impacto negativo que estos productos generan a los ecosistemas acuáticos y el medio ambiente en general.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-regula-la-fabricacion-comercializacion-y-distribucion-de-elementos-plasticos-de-un-solo-uso-utilizados-para-el-consumo-de-alimentos-y-bebidas-regula-los-plasticos-de-un-solo-uso/9582/,364
364,"Por la cual se adoptan medidas para promover la probidad administrativa, combatir la corrupción, establecer la responsabilidad penal de las personas jurídicas, fortalecer el ministerio público y se dictan otras disposiciones. ",Anticorrupción,Publicada ponencia primer y tercer debate,"ago. 29, 2018","La presente Ley tiene como objeto establecer medidas para promover la probidad administrativa, establecer la responsabilidad penal de las personas jurídicas, combatir y sancionar las modalidades de corrupción y la impunidad; fortalecer el ejercicio de la acción disciplinaria y dictar disposiciones tendientes a lograr mayor articulación del Ministerio Público, para recuperar la confianza ciudadana y promover una cultura de probidad, transparencia y respeto por lo público.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-adoptan-medidas-para-promover-la-probidad-administrativa-combatir-la-corrupcion-establecer-la-responsabilidad-penal-de-las-personas-juridicas-fortalecer-el-ministerio-publico-y-se-dictan-otras-disposiciones-anticorrupcion/9594/,365
365,"Por medio de la cual se fortalecen los mecanismos de prevención, investigación y sanción de los actos de corrupción y control de gestión pública. ",Sanción de actos de corrupción,Publicación,"ago. 29, 2018","La presente ley tiene por objeto fortalecer y hacer más eficientes los mecanismos de prevención, investigación y sanción de los actos de corrupción y control de gestión pública en el país.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-fortalecen-los-mecanismos-de-prevencion-investigacion-y-sancion-de-los-actos-de-corrupcion-y-control-de-gestion-publica-sancion-de-actos-de-corrupcion/9596/,366
366,Por medio de la cual se fortalece la educación en cuidados paliativos. ,Educación en cuidados paliativos,Publicada Ponencia Segundo Debate,"ago. 29, 2018","La presente iniciativa legislativa pretende fortalecer la formación en estos cuidados paliativos durante de los cursos de pregrado de medicina, enfermería, fisioterapia y psicología.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-fortalece-la-educacion-en-cuidados-paliativos-educacion-en-cuidados-paliativos/9595/,367
367,Por medio del cual se Reforma la Justicia. ,Reforma a la Justicia,Acumulado,"ago. 28, 2018","Tiene propuestas en torno a la seguridad jurídica como establecer la obligatoriedad del precedente judicial; prohibir las tutelatones; regular la tutela contra providencias judiciales; ordenar y detener la inflación legislativa; proteger los derechos colectivos. Y hay reformas a la administración judicial como el aumento de los requisitos para ser magistrados de las Altas Cortes; la eliminación de facultades electorales de los magistrados, Registrador Nacional del Estado Civil, del Contralor General de la República, del Procurador General de la Nación; propone la eliminación del Consejo Superior de la Judicatura y creación de la Dirección de la Administración Judicial. Y propone la eliminación de las contralorías departamentales, municipales y distritales.",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-reforma-la-justicia-reforma-a-la-justicia/9605/,368
368,"Por medio del cual se reforma la justicia, se modifica el Código de Procedimiento Penal, Código Disciplinario del Abogado, el Estatuto Arbitral, el Código General de Proceso, la Ley 1905 de 2018, se estimula la conciliación extrajudicial contencioso administrativa, se adiciona la Ley 14437 de 2011 y se dictan otras disposiciones. ",Reforma a la justicia,Publicada Ponencia Primer Debate,"ago. 28, 2018","Propone reformas al Procedimiento Penal, al Régimen Disciplinario  del Abogado y a la Ley 1905 de 2018, estimula la Conciliación Extrajudicial Contencioso Administrativa, el fortalecimiento de la Defensa Jurídica  del Estado, reformas al Estatuto Arbitral y finalmente, busca una mayor celeridad de los procesos mediante la reducción de los recursos ordinarios y extraordinarios contra las decisiones judiciales.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-reforma-la-justicia-se-modifica-el-codigo-de-procedimiento-penal-codigo-disciplinario-del-abogado-el-estatuto-arbitral-el-codigo-general-de-proceso-la-ley-1905-de-2018-se-estimula-la-conciliacion-extrajudicial-contencioso-administrativa-se-adiciona-la-ley-14437-de-2011-y-se-dictan-otras-disposiciones-reforma-a-la-justicia/9571/,369
369,Por la cual se reforma la Ley 769 de 2002 y se dictan otras disposiciones. ,Licencia por puntos,Publicada Ponencia Primer Debate,"ago. 28, 2018","Este proyecto de ley desea a incentivar  los buenos hábitos de conducción en los Colombianos, mediante la entrega de la licencia de conducción con asignación de puntos 12 puntos a todas las licencias de conducir, que se van perdiendo progresivamente si se cometen infracciones de tránsito, si dentro de periodo de los siguientes dos años el conductor pierde todos los puntos verá cancelada su licencia, y no podrá obtener una nueva sino después de un año, debiendo para ello someterse a exámenes especializados y a un curso de sensibilización y de reeducación vial, si completados estos requisitos el conductor es apto para obtener de nuevo la licencia de conducción esta se le entregara con seis (6) puntos.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-reforma-la-ley-769-de-2002-y-se-dictan-otras-disposiciones-licencia-por-puntos/9574/,370
370,"Por medio de la cual se crean medidas para mejorar la calidad del servicio de atención en salud, se crea el Fondo de recursos de la calidad en salud (Focas) y se dictan otras disposiciones. ","Crea el Fondo de recursos de la calidad en salud, Focas",Publicada Ponencia Primer Debate,"ago. 28, 2018","Establecer un conjunto de sanciones administrativas para las prácticas violatorias del derecho fundamental a la salud que condicione los resultados económicos y financieros de las Empresas Administradoras de Planes de Beneficios (EAPB) e Instituciones Prestadoras de Salud (IPS) a la calidad de los servicios prestados por  estas. Igualmente, crear un Sistema de Pago por Desempeño destinado a mejorar la calidad del servicio de atención en salud.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-crean-medidas-para-mejorar-la-calidad-del-servicio-de-atencion-en-salud-se-crea-el-fondo-de-recursos-de-la-calidad-en-salud-focas-y-se-dictan-otras-disposiciones-crea-el-fondo-de-recursos-de-la-calidad-en-salud-focas/9577/,371
371,Por medio del cual se lucha contra la corrupción y se promueve la transparencia y la formalización con medidas para reducir el dinero en efectivo y promover las transacciones electrónicas en Colombia. ,Promueve las transacciones electrónicas,Publicada Ponencia Primer Debate,"ago. 28, 2018","El presente proyecto de ley tiene como fin fundamental reducir el uso del efectivo y promover el uso de medios electrónicos para transacciones en el territorio nacional. Entendiendo que Colombia es un país que debe hacer transición hacía la reducción de brechas tecnológicas y financieras entre grupos sociales, también que permite al estado colombiano tener más herramientas en la lucha contra la corrupción, se radica está iniciativa.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-lucha-contra-la-corrupcion-y-se-promueve-la-transparencia-y-la-formalizacion-con-medidas-para-reducir-el-dinero-en-efectivo-y-promover-las-transacciones-electronicas-en-colombia-promueve-las-transacciones-electronicas/9586/,372
372,Por medio del cual se crea el marco de cooperación y desarrollo del empleo joven en Colombia y se dictan otras disposiciones. ,Crea el marco de cooperación y desarrollo del empleo joven,Publicación,"ago. 28, 2018","Crea el Marco de Cooperación y Desarrollo del empleo Joven en Colombia orientado a adquirir las competencias básicas de orientación, capacitación e interacción profesional entre las empresas del sector público y privado y las distintas universidades reconocidas por el Ministerio de Educación Nacional con el fin de fortalecer los medios de trabajo aplicados para la competitividad y desarrollo de los jóvenes profesionales que culminan su nivel académico superior y se vinculan al mercado laboral.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-crea-el-marco-de-cooperacion-y-desarrollo-del-empleo-joven-en-colombia-y-se-dictan-otras-disposiciones-crea-el-marco-de-cooperacion-y-desarrollo-del-empleo-joven/9587/,373
373,Por medio del cual se crea el Fondo Especial de Financiamiento Agrícola denominado (FEFA) para el incentivo de proyectos productivos asociados que contribuyan a la reducción de la pobreza rural y fortalezcan la política de seguridad alimentaria en Colombia. ,"Crea el Fondo Especial de Financiamiento Agrícola, FEFA",Publicación,"ago. 28, 2018","Es un fondo cuenta que será administrado por el Ministerio de Agricultura y Desarrollo Rural y estará integrado a los planes de política pública en materia económica establecidos por el mismo. Estará conformado por recursos asignados al sector agrícola a través del Presupuesto General de la Nación en un porcentaje calculado con base en la contribución para la seguridad alimentaria nacional. Será un fondo diseñado para garantizar la estabilidad productiva de los pequeños agricultores en torno a la cual se garantizan los lineamientos de focalización del gasto, eficiencia y estabilidad macro económica del sector.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-crea-el-fondo-especial-de-financiamiento-agricola-denominado-fefa-para-el-incentivo-de-proyectos-productivos-asociados-que-contribuyan-a-la-reduccion-de-la-pobreza-rural-y-fortalezcan-la-politica-de-seguridad-alimentaria-en-colombia-crea-el-fondo-especial-de-financiamiento-agricola-fefa/9588/,374
374,Por medio de la cual se modifica el artículo 38 de la Ley 1564 de 2012 y los artículos 205 y 206 de la Ley 1801 de 2016. ,Autoridad administrativa de policía,Publicada Ponencia Segundo Debate,"ago. 28, 2018","El presente proyecto de ley tiene como único objetivo modificar algunos artículos de la Ley 1564 de 2012 “Por medio de la cual se expide el Código General del Proceso y se dictan otras disposiciones” y de la Ley 1801 de 2016 “Por la cual se expide el Código Nacional de Policía y Convivencia”, exclusivamente para armonizar la ejecución de las comisiones de manera directa o subcomisionando a los inspectores de policía, quienes a su vez podrán en su condición de autoridad de policía subcomisionar a otros servidores públicos de la respectiva alcaldía quienes ejercerán transitoriamente como autoridad administrativa de policía.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-el-articulo-38-de-la-ley-1564-de-2012-y-los-articulos-205-y-206-de-la-ley-1801-de-2016-autoridad-administrativa-de-policia/9590/,375
375,Por medio del cual se fortalecen las condiciones de sostenibilidad de precios en la producción de panela se someten procesos alternativos como el ensilaje y se incluye la sostenibilidad productiva de la caña panelera y maíz. ,Sostenibilidad productiva de la caña panelera y maíz,Publicación,"ago. 28, 2018","La presente ley tiene por objeto fortalecer las condiciones de cultivo de caña panelera y maíz, garantizando la sostenibilidad de precios para pequeños y medianos productores en épocas de cosecha y recolección, mediante su uso alternativo en tratamientos de ensilaje como componente de uso en la nutrición bovina por efectos adversos del clima o desequilibrios en la oferta generados por sobreproducción.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-fortalecen-las-condiciones-de-sostenibilidad-de-precios-en-la-produccion-de-panela-se-someten-procesos-alternativos-como-el-ensilaje-y-se-incluye-la-sostenibilidad-productiva-de-la-cana-panelera-y-maiz-sostenibilidad-productiva-de-la-cana-panelera-y-maiz/9598/,376
376,Por la cual se adiciona un parágrafo al artículo 1° de la Ley 348 de 1997. ,Estampilla Universidad de Caldas,Publicación,"ago. 28, 2018","En caso que el Hospital de Caldas E.S.E. cierre la prestación de servicios de salud o inicie la etapa de disolución o liquidación del mismo, los dineros excedentes por concepto de Estampilla “Pro Hospital de Caldas”, serán trasladados al Municipio de Manizales para ser invertidos, en un periodo no mayor a seis (6) meses, en la red pública hospitalaria de dicho municipio.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-adiciona-un-paragrafo-al-articulo-1-de-la-ley-348-de-1997-estampilla-universidad-de-caldas/9572/,377
377,Por medio del cual se modifica el código sustantivo del trabajo y establece la licencia matrimonial. ,Licencia matrimonial,Publicada Ponencia Segundo Debate,"ago. 28, 2018","La presente ley tiene por objeto el otorgamiento de una licencia remunerada para aquellas parejas que contraen matrimonio, lo anterior con el fin de que las parejas colombianas puedan gozar de un tiempo de calidad y así fortalecer la base familiar.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-modifica-el-codigo-sustantivo-del-trabajo-y-establece-la-licencia-matrimonial-licencia-matrimonial/9575/,378
378,Proyecto mediante la cual se establece el servicio de taxi colectivo y se elimina el cobro de planilla de viaje ocasional para recorridos dentro del departamento. ,Autoriza el taxi colectivo,Acumulado,"ago. 28, 2018","La presente ley tiene como objetivo, facilitar medidas para los taxistas del país y así mismo a los ciudadanos. Por un lado, pretende establecer el servicio de taxis colecivos y asimismo eliminar el cobro de planilla de viaje ocasional para recorridos intermunicipales.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/pproyecto-mediante-la-cual-se-establece-el-servicio-de-taxi-colectivo-y-se-elimina-el-cobro-de-planilla-de-viaje-ocasional-para-recorridos-dentro-del-departamento-autoriza-el-taxi-colectivo/9576/,379
379,"Por medio del cual se establece la inclusión educativa de personas con dislexia, trastorno por déficit de atención con hiperactividad - TDAH - y otras dificultades de aprendizaje - DA. ",Inclusión educativa para personas con dificultades de aprendizaje,Publicación,"ago. 28, 2018","La presente ley tiene por objeto garantizar el derecho a la educación inclusiva de personas con Dislexia, Trastorno por Déficit de Atención con Hiperactividad –TDAH- y otras Dificultades de Aprendizaje (DA), en todos los niveles del sistema educativo.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-establece-la-inclusion-educativa-de-personas-con-dislexia-trastorno-por-deficit-de-atencion-con-hiperactividad---tdah---y-otras-dificultades-de-aprendizaje---da-inclusion-educativa-para-personas-con-dificultades-de-aprendizaje/9585/,380
380,"Por medio del cual se efectúan unas modificaciones a los pagos generados por concepto de derechos notariales, impuesto departamental de registro y derechos de registro en las líneas de crédito Finagro para el sector agropecuario colombiano. ",Créditos de Finagro,Aprobado Primer Debate,"ago. 28, 2018","La presente ley tiene por objeto establecer modificaciones a las tarifas por concepto de pago de derechos notariales, impuesto departamental de registro y derechos de registro, en los actos que contengan garantía hipotecaria que respalden los créditos de línea Finagro, utilizados por productores del sector agropecuario colombiano.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-efectuan-unas-modificaciones-a-los-pagos-generados-por-concepto-de-derechos-notariales-impuesto-departamental-de-registro-y-derechos-de-registro-en-las-lineas-de-credito-finagro-para-el-sector-agropecuario-colombiano-creditos-de-finagro/9589/,381
381,Por medio de la cual se regula el funcionamiento de los biobancos con fines de investigación biomédica y se dictan otras disposiciones. ,Regula los biobancos,Publicación,"ago. 28, 2018","Regular la constitución y funcionamiento de los biobancos con fines de investigación biomédica, para la obtención, procesamiento, almacenamiento, transporte y cesión de muestras biológicas humanas, sus derivados, información clínica y biológica asociada.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-regula-el-funcionamiento-de-los-biobancos-con-fines-de-investigacion-biomedica-y-se-dictan-otras-disposiciones-regula-los-biobancos/9591/,382
382,Por medio de la cual se declara una moratoria al desarrollo de la actividad del fracturamiento hidráulico para la exploración y explotación de hidrocarburos en yacimientos no convencionales y se dictan otras disposiciones. ,Moratoria del fracking,Publicación,"ago. 28, 2018","En aplicación del principio de precaución, declárese la moratoria en el uso de la técnica de fracturamiento hidráulico para la exploración y explotación de hidrocarburos en yacimientos no convencionales.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-declara-una-moratoria-al-desarrollo-de-la-actividad-del-fracturamiento-hidraulico-para-la-exploracion-y-explotacion-de-hidrocarburos-en-yacimientos-no-convencionales-y-se-dictan-otras-disposiciones-moratoria-del-fracking/9592/,383
383,"Por medio de la cual se dictan normas para implementar e incentivar sistemas de recolección, tratamiento y aprovechamiento de aguas lluvias y el uso racional del agua potable y se dictan otras disposiciones. ",Impulsa sistemas de aprovechamiento de aguas lluvias,Concepto Institucional,"ago. 28, 2018","El objeto de la presente ley es implementar e incentivar el establecimiento de sistemas de recolección, tratamiento y aprovechamiento de aguas lluvias y el uso racional del agua potable en las edificaciones nuevas y preexistentes en el territorio nacional, lo anterior con el propósito de cuidar el recurso hídrico, y contribuir a la preservación del medio ambiente.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-dictan-normas-para-implementar-e-incentivar-sistemas-de-recoleccion-tratamiento-y-aprovechamiento-de-aguas-lluvias-y-el-uso-racional-del-agua-potable-y-se-dictan-otras-disposiciones-impulsa-sistemas-de-aprovechamiento-de-aguas-lluvias/9593/,384
384,Por medio del cual se establece el código de ética para el ejercicio de la profesión de la fonoaudiología en Colombia y de dictan otras disposiciones. ,Código de ética de fonoaudiología,Publicación,"ago. 28, 2018","El código de ética de la profesión formula los principios éticos y morales fundamentales sobre los que la comunidad profesional sustenta su quehacer reconociendo sus derechos, deberes y obligaciones; además, se convierte en un mecanismo objetivo que establece los lineamientos normativos y regula el comportamiento profesional. ",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-establece-el-codigo-de-etica-para-el-ejercicio-de-la-profesion-de-la-fonoaudiologia-en-colombia-y-de-dictan-otras-disposiciones-codigo-de-etica-de-fonoaudiologia/9597/,385
385,Por medio del cual se reforma la Constitución Política de Colombia en lo relativo a la remuneración de los miembros del Congreso de la República. ,Salario de los congresistas,Archivado por Vencimiento de Términos,"ago. 28, 2018","A partir de la entrada en vigencia del presente acto legislativo y por el término de cuatro (4) años, la asignación de los miembros del Congreso de la República será reajustada anualmente, por el mismo valor en pesos en que se incremente el Salario Mínimo Mensual Legal Vigente por parte del Gobierno nacional.",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-reforma-la-constitucion-politica-de-colombia-en-lo-relativo-a-la-remuneracion-de-los-miembros-del-congreso-de-la-republica-salario-de-los-congresistas/9603/,386
386,Por medio del cual se reglamenta la implementación del voto digital y a distancia y se dictan otras disposiciones. ,Reglamenta el voto digital,Archivado por Vencimiento de Términos,"ago. 28, 2018","La Registraduría Nacional del Estado Civil establecerá un cronograma para la implementación del uso de los medios digitales y a distancia. Tendrán prioridad en la implementación la consulta popular, el plebiscito y el referendo. En 2022 debe estar implementado respecto a todos los mecanismos y elecciones para los connacionales en el extranjero y en 2026 en todo el territorio nacional.",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-reglamenta-la-implementacion-del-voto-digital-y-a-distancia-y-se-dictan-otras-disposiciones-reglamenta-el-voto-digital/9676/,387
387,Por medio de la cual se adiciona la Ley 336 de 1996 y se dictan disposiciones para la regulación del incremento tarifario de los sistemas de transporte masivo. ,Regula tarifas de sistemas de transporte masivo,Publicada Ponencia Primer Debate,"ago. 28, 2018",La presente ley tiene por objeto dictar medidas para regular el aumento tarifario en los Sistemas de Transporte Masivo.,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-adiciona-la-ley-336-de-1996-y-se-dictan-disposiciones-para-la-regulacion-del-incremento-tarifario-de-los-sistemas-de-transporte-masivo-regula-tarifas-de-sistemas-de-transporte-masivo/9573/,388
388,Por medio del cual se reforma la Constitución Política de Colombia en su artículo 79 adicionando un inciso que prohíbe expresamente el ejercicio de actividades de exploración y explotación mineras en ecosistemas de páramo. ,Prohíbe minería en los páramos,Archivado por Vencimiento de Términos,"ago. 28, 2018",Queda prohibida la exploración y explotación minera en ecosistemas de páramo.,Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-reforma-la-constitucion-politica-de-colombia-en-su-articulo-79-adicionando-un-inciso-que-prohibe-expresamente-el-ejercicio-de-actividades-de-exploracion-y-explotacion-mineras-en-ecosistemas-de-paramo-prohibe-mineria-en-los-paramos/9604/,389
389,"Por medio del cual se desarrolla el tratamiento penal diferenciado para pequeños agricultores y agricultoras que estén o hayan estado vinculados con el cultivo de plantaciones de uso ilícito y las actividades conexas a este, de acuerdo con las disposiciones del punto 4.1.3.4 del acuerdo final para la terminación del conflicto y la construcción de una paz estable y duradera y el artículo 5 transitorio del acto legislativo 01 de 2017. ",Tratamiento penal diferenciado para pequeños cultivadores de plantaciones de uso ilícito,Publicación,"ago. 23, 2018","La presente ley tiene por objeto establecer las medidas de un tratamiento penal diferenciado y transitorio, de las conductas previstas en los artículos 375, 376, 377 y 382 de la Ley 599 de 2000, para los pequeños agricultores y agricultoras que estén o hayan estado vinculados con el cultivo de plantaciones de uso ilícito y las actividades conexas a este, en desarrollo de lo dispuesto en el artículo 5 transitorio del Acto Legislativo No. 01 de 2017 y en el numeral 4.1.3.4 del Acuerdo Final para la Terminación del Conflicto y la Construcción de una Paz Estable y Duradera.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-desarrolla-el-tratamiento-penal-diferenciado-para-pequenos-agricultores-y-agricultoras-que-esten-o-hayan-estado-vinculados-con-el-cultivo-de-plantaciones-de-uso-ilicito-y-las-actividades-conexas-a-este-de-acuerdo-con-las-disposiciones-del-punto-4134-del-acuerdo-final-para-la-terminacion-del-conflicto-y-la-construccion-de-una-paz-estable-y-duradera-y-el-articulo-5-transitorio-del-acto-legislativo-01-de-2017-tratamiento-penal-diferenciado-para-pequenos-cultivadores-de-plantaciones-de-uso-ilicito/9567/,390
390,"Por medio de la cual se estipulan algunas derogaciones a la Ley 141 de 1994, 685 de 2001 y a los Decretos 1056 de 1953 y 1333 de 1986, y se dictan otras disposiciones. ",Eliminación Impuesto Industria y Comercio a actividades petroleras,Publicada Ponencia Primer Debate,"ago. 23, 2018","Ante la posibilidad legal que existe de que las autoridades municipales puedan gravar con el impuesto de Industria y Comercio a las compañías petroleras que se encuentren operando en su jurisdicción, independientemente de si ellas a su vez, se encuentren pagando regalías a dicho municipio, el presente proyecto de ley, pretende derogar las exenciones tributarias de la “actividad minera”, para con ello generar los ingresos que posibiliten cumplir los fines esenciales del Estado Social de Derecho.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-estipulan-algunas-derogaciones-a-la-ley-141-de-1994-685-de-2001-y-a-los-decretos-1056-de-1953-y-1333-de-1986-y-se-dictan-otras-disposiciones-eliminacion-impuesto-industria-y-comercio-a-actividades-petroleras/9570/,391
